"Gene","Module"
"CACNG5","grey"
"LTB4R2","greenyellow"
"ABRA","lavenderblush3"
"CORO1B","magenta"
"BLVRB","steelblue"
"TTC37","purple"
"TMEM254","blue"
"TSPAN16","grey"
"CALM1","turquoise"
"RP1-228P16.5","maroon"
"SCXB","grey"
"SLC4A7","cyan"
"BPGM","midnightblue"
"NEB","cyan"
"AC062017.1","darkred"
"ZNF432","darkmagenta"
"DIP2B","white"
"STRBP","turquoise"
"TESPA1","darkorange"
"ALDH16A1","black"
"CCDC173","blue"
"EGR4","grey"
"SLC16A3","violet"
"LINC00999","magenta"
"NMRAL1","red"
"SP2","greenyellow"
"HNF4G","paleturquoise"
"KREMEN2","lightsteelblue1"
"ARL11","yellow"
"EMR2","yellow"
"LAMC3","white"
"MTRNR2L12","grey"
"TMPRSS11A","grey"
"DPY30","turquoise"
"CHST5","grey"
"AL353791.1","yellow"
"FMO6P","darkorange"
"TMEM184C","darkolivegreen"
"ODF3B","brown"
"F8","green"
"MXRA8","yellow"
"TMED4","salmon"
"OCA2","turquoise"
"CA12","cyan"
"PAAF1","turquoise"
"MS4A12","magenta"
"RAB21","grey"
"FRG1B","midnightblue"
"HAUS7","cyan"
"KCNK15","tan"
"CTD-2330K9.3","green"
"KIDINS220","green"
"EPN3","turquoise"
"ACTR6","turquoise"
"LRP5","darkred"
"CBLN2","greenyellow"
"TCF24","tan"
"UBXN1","turquoise"
"KIAA1841","lightcyan"
"FBXL15","blue"
"CCDC114","brown"
"C22orf15","yellowgreen"
"PRRT4","black"
"BAI3","green"
"MTM1","royalblue"
"WDR64","magenta"
"ANO7","lightsteelblue1"
"DKK4","tan"
"DNAJA1","turquoise"
"ATP10B","royalblue"
"VEPH1","green"
"MARC1","turquoise"
"TNFSF4","floralwhite"
"HNRNPM","lightgreen"
"SH3BP5","lightcyan"
"B3GNT8","black"
"EIF4B","grey"
"WHSC1L1","purple"
"ARL5A","brown"
"CCNYL1","darkred"
"HIC1","grey"
"YTHDF1","turquoise"
"AP3M1","saddlebrown"
"ADNP2","turquoise"
"TRMT112","salmon4"
"LRRC42","yellow"
"FRMD3","green"
"LEPROT","red"
"EBI3","orange"
"C15orf38","purple"
"HGD","floralwhite"
"SLC6A15","lightcyan1"
"TRPM1","grey"
"SLC1A2","turquoise"
"DZIP1L","blue"
"KLHDC8A","greenyellow"
"ARHGEF10","cyan"
"KLF15","orange"
"FAM184B","blue"
"RFPL4AL1","magenta"
"KCNH5","plum1"
"GPR26","tan"
"SPAG9","brown"
"TSPAN3","lightyellow"
"HS6ST1","brown"
"FAM120A","turquoise"
"BCL3","brown"
"TBC1D7","mediumpurple3"
"TFDP1","yellowgreen"
"TRMT13","pink"
"MAST4","salmon"
"AL360004.1","grey"
"MACC1","brown"
"EPB41","green"
"APOL2","tan"
"CCNJL","skyblue"
"FAM163B","grey"
"KIAA1462","yellow"
"UBE3D","lightyellow"
"CABP1","mediumpurple3"
"C19orf77","turquoise"
"MED12","green"
"ZNF182","violet"
"TEC","midnightblue"
"CASC4","darkolivegreen"
"SLC25A23","darkred"
"ZNF687","turquoise"
"SEMA3C","green"
"ARAP2","midnightblue"
"C19orf66","cyan"
"ALPP","blue"
"NEK6","turquoise"
"SLC18A2","greenyellow"
"TMC6","turquoise"
"IKZF2","turquoise"
"BLMH","blue"
"SPIN4","blue"
"ZSWIM3","grey"
"CREBL2","green"
"TRMT44","darkturquoise"
"ABI3","grey"
"C1orf27","purple"
"VSTM1","ivory"
"LEPRE1","floralwhite"
"TPGS1","turquoise"
"PIGX","turquoise"
"RBM12B-AS1","green"
"SLC36A2","grey"
"AL626787.1","grey"
"WEE1","lightgreen"
"DCST1","plum2"
"BX255923.1","grey"
"C7orf63","salmon"
"DNAJC13","cyan"
"ZC3HAV1","darkslateblue"
"LRRC59","blue"
"ZNF331","cyan"
"C11orf31","turquoise"
"WDR45","tan"
"SLC8A2","turquoise"
"SLAMF8","blue"
"PLIN1","blue"
"MFI2","greenyellow"
"UBA7","turquoise"
"ENO2","black"
"CTBP2","pink"
"RECQL4","sienna3"
"HYDIN","turquoise"
"TBC1D22B","turquoise"
"OR51E1","grey"
"FNDC7","grey"
"GPR133","lightyellow"
"PHLPP1","darkgreen"
"QRFP","cyan"
"HDHD1","darkgrey"
"PTPRG","paleturquoise"
"TAGLN3","yellow"
"TMEM79","brown"
"ANXA13","yellow"
"ING2","turquoise"
"PRKAG2","magenta"
"CRIPT","lightcyan1"
"CYLC1","tan"
"AC103809.2","tan"
"RABAC1","saddlebrown"
"FRMD5","turquoise"
"HSF2BP","ivory"
"SLCO1A2","greenyellow"
"FAM210A","black"
"COX6B1","steelblue"
"STIL","lightgreen"
"PARD6B","darkturquoise"
"MYL4","orange"
"ZNF593","red"
"INO80","turquoise"
"CTTN","midnightblue"
"TMX1","grey60"
"FUK","orange"
"ITGA9","tan"
"BCAT1","purple"
"ZRSR1","pink"
"CCNK","cyan"
"SPRR1A","palevioletred3"
"CREG2","turquoise"
"POLDIP2","turquoise"
"AC104667.3","royalblue"
"ZFP36L2","brown"
"ARSG","lightcyan"
"TSSK3","greenyellow"
"MOSPD3","lightyellow"
"RASSF7","red"
"VWC2L","darkorange2"
"AUTS2","brown"
"ALG9","grey"
"LACE1","purple"
"RIMS1","magenta"
"MBD3","black"
"GCSAM","turquoise"
"VHLL","turquoise"
"SNX25","green"
"TDP1","thistle1"
"RPL39","lightyellow"
"TMEM8C","grey"
"GFRA4","blue"
"PTGES","cyan"
"CPA6","yellow"
"GCNT7","grey"
"CELSR2","red"
"ELMO1","cyan"
"PROCA1","yellow"
"VDAC2","black"
"CD2BP2","turquoise"
"ELOVL7","darkmagenta"
"PNPLA6","salmon"
"STX16","yellow"
"KPNA2","lightgreen"
"REEP2","midnightblue"
"RAB40B","darkred"
"MRPS11","red"
"FAM199X","green"
"TTC16","salmon"
"SPACA5","grey"
"HES5","blue"
"UBAC2","lightcyan"
"RFX4","yellow"
"SNRPE","purple"
"DENND1A","pink"
"ZNF470","turquoise"
"POLR2B","darkgrey"
"MGEA5","cyan"
"ATRNL1","green"
"THBS4","tan"
"AL162431.1","grey"
"ATPAF2","tan"
"SNRNP27","salmon"
"DUSP11","grey"
"LRRC29","grey"
"CTD-2267D19.3","darkgreen"
"PNMA3","turquoise"
"HECW1","yellow"
"CACNA1D","red"
"SCHIP1","midnightblue"
"IARS2","cyan"
"S100A10","ivory"
"FAM129B","purple"
"TSPAN19","magenta"
"AC138517.1","grey"
"LBR","lightgreen"
"RAD52","purple"
"BDKRB2","midnightblue"
"CNTN5","magenta"
"TRIM4","brown"
"KANSL3","green"
"PRDM2","green"
"DOK3","cyan"
"TM2D3","red"
"SHANK1","yellow"
"TTC22","turquoise"
"RBP5","yellow"
"ABCA8","magenta"
"RBMX","red"
"HIST1H2BK","royalblue"
"NPFF","yellow"
"KLHL6","blue"
"PTHLH","turquoise"
"CEP170","salmon"
"RHOV","turquoise"
"DGCR6","saddlebrown"
"NUDT18","darkred"
"DPY19L1","turquoise"
"TTC12","sienna3"
"PTCHD4","blue"
"COA3","yellow"
"USP25","midnightblue"
"SOWAHC","darkgreen"
"TMEM186","turquoise"
"CENPI","lightgreen"
"CCDC157","grey"
"OR1Q1","blue"
"ZNF726","brown"
"CA4","turquoise"
"FAM43A","darkred"
"FAM183B","pink"
"GRM1","magenta"
"PAX7","pink"
"TMEM14A","lightyellow"
"ADAM15","saddlebrown"
"ZDHHC5","green"
"ABCA10","blue"
"EDDM3B","tan"
"FXR1","black"
"CAMTA1","blue"
"MUL1","darkolivegreen"
"NFKBIB","steelblue"
"ZIC1","plum1"
"CCDC9","saddlebrown"
"MAPK10","magenta"
"SERPINB1","midnightblue"
"RFPL3","turquoise"
"ATRIP","purple"
"SLC25A47","tan"
"MFSD7","grey"
"FRG2C","magenta"
"DHODH","turquoise"
"CXXC4","midnightblue"
"FOLR4","tan"
"RAD54B","darkgreen"
"FAM115C","black"
"ZNF565","magenta"
"PAM16","turquoise"
"ZNF345","green"
"NMNAT1","yellow"
"ZNF493","pink"
"FAP","grey"
"PHGDH","lightyellow"
"CD14","darkorange"
"NOTCH2NL","skyblue3"
"BANF1","brown"
"GAL","purple"
"MAOA","brown"
"CPA3","yellow"
"DNAH7","blue"
"SNRNP35","black"
"GLIPR2","royalblue"
"RFX7","turquoise"
"ZNF548","brown"
"KPNA5","black"
"DTWD1","turquoise"
"HES7","cyan"
"LONRF2","turquoise"
"LCORL","black"
"PTK2","purple"
"CCNT2","royalblue"
"RPP25","purple"
"CDC14B","pink"
"MEX3C","yellow"
"CYB5R4","turquoise"
"AL121761.2","grey"
"RUVBL1","blue"
"ZFP41","pink"
"DSG4","grey"
"ANO3","yellow"
"RPL8","pink"
"NECAP1","tan"
"TAS2R5","turquoise"
"WDR11","greenyellow"
"GMFG","magenta"
"CCDC102B","yellow"
"GPR110","black"
"ZBTB47","green"
"RLN3","tan"
"AC022400.2","purple"
"CCDC96","blue"
"TMEM128","blue"
"PLEKHF1","grey"
"ANXA5","purple"
"AC051642.1","grey"
"CSE1L","salmon"
"SLC25A35","darkgreen"
"KEAP1","greenyellow"
"TPSB2","yellow"
"NR0B1","purple"
"GPR173","darkolivegreen"
"PATL1","royalblue"
"TBX1","blue"
"ZNF658","darkmagenta"
"TAF1A","lightcyan1"
"ZNF132","yellow"
"ZNF124","darkgrey"
"ISYNA1","turquoise"
"GRASP","darkgreen"
"FBXW2","darkred"
"PTBP1","salmon"
"FAM186A","grey"
"ZFP28","turquoise"
"PDF","green"
"SCTR","grey60"
"CA5B","darkturquoise"
"ZACN","tan"
"SLC25A5","orange"
"TMEM55B","blue"
"CAMK2B","magenta"
"EMC2","royalblue"
"BUD13","lightgreen"
"TECTA","turquoise"
"FGFBP3","midnightblue"
"LACTB","turquoise"
"ULK2","brown"
"PDIA4","pink"
"DHX36","salmon"
"TMEM253","midnightblue"
"NANOS1","orangered4"
"AL591025.1","grey"
"TAT","grey"
"TBL1XR1","darkturquoise"
"ZNF335","purple"
"STMND1","blue"
"GLYR1","darkgrey"
"FN3K","brown"
"FAM13A","pink"
"SCGB1A1","blue"
"OR11H4","darkorange2"
"DAW1","greenyellow"
"IGFL3","darkorange2"
"FAM126B","blue"
"GPR25","grey"
"MYOZ3","yellow"
"RBM19","turquoise"
"POLR1E","turquoise"
"PPP1R1A","darkgrey"
"ABCC1","black"
"ZFYVE9","yellow"
"MT1A","turquoise"
"LAMB3","black"
"RBM25","royalblue"
"PPP1R3B","turquoise"
"PAPOLA","pink"
"PATE1","grey"
"RDH13","mediumpurple3"
"MFAP3L","blue"
"CYTIP","green"
"PCDH18","purple"
"POLA1","red"
"NPAS2","red"
"PCDHB4","brown"
"S100A7A","palevioletred3"
"LCN1","lavenderblush3"
"ENOSF1","turquoise"
"RRAGA","pink"
"VIM","blue"
"AC006449.1","pink"
"PARK2","darkred"
"PPP3CB","darkgrey"
"SCARA5","grey"
"ARL13B","brown"
"PCDHB14","darkmagenta"
"MTMR8","skyblue"
"SYTL4","midnightblue"
"ZFAND4","blue"
"SLC9B2","pink"
"NCAM2","turquoise"
"GPR83","pink"
"CCDC92","pink"
"C10orf76","red"
"TLR7","turquoise"
"PLK1","lightgreen"
"SYNE3","floralwhite"
"DBP","greenyellow"
"UBR4","darkred"
"TNFSF14","brown"
"ELTD1","grey"
"THAP2","salmon"
"MROH7","turquoise"
"TAPT1","darkolivegreen"
"RAMP3","darkorange"
"C19orf59","grey"
"KIF5C","cyan"
"CHP1","blue"
"FUOM","skyblue3"
"PCK1","turquoise"
"CHD4","darkred"
"RP11-386G21.2","thistle2"
"AIRE","turquoise"
"NKAIN4","brown"
"USP45","orangered4"
"CSMD2","pink"
"KIAA0100","turquoise"
"SP8","plum1"
"SLX4IP","yellow"
"LTBR","magenta"
"SLC26A2","black"
"C2ORF15","blue"
"OPALIN","grey"
"SSTR3","yellow"
"RORB","purple"
"CPEB4","turquoise"
"GDF5OS","purple"
"PATE3","grey"
"SRGAP3","brown"
"AL390778.1","navajowhite2"
"MAPK6","greenyellow"
"C8orf82","pink"
"ARMC8","steelblue"
"AC073569.1","grey"
"MRGPRX3","grey"
"RAB5A","paleturquoise"
"TNFSF15","turquoise"
"DNM2","salmon"
"MAPKBP1","orange"
"CLCC1","green"
"ANKRD24","grey"
"SIM1","green"
"SCAP","green"
"MRPL46","salmon"
"UBL3","turquoise"
"WNT7A","floralwhite"
"SEMA3D","yellow"
"CUL7","darkturquoise"
"SYNGR3","blue"
"IDO2","purple"
"QPCT","turquoise"
"ZNF513","black"
"HMX2","magenta"
"WFDC9","maroon"
"HSDL2","green"
"CDK2AP1","turquoise"
"GRM4","cyan"
"HTR3E","grey"
"TMCO1","skyblue3"
"GSTM5","grey"
"CGGBP1","brown"
"FAM196B","grey"
"ACOT4","turquoise"
"DVL2","tan"
"ZNF175","purple"
"WDR25","royalblue"
"SH3BGRL3","saddlebrown"
"ZMYND19","darkred"
"RP11-758M4.1","turquoise"
"PUS7L","paleturquoise"
"CENPM","salmon"
"APOBEC3B","lightyellow"
"TMF1","blue"
"KCNJ9","brown"
"NUTM2D","turquoise"
"UBN1","brown"
"SLCO1B1","grey"
"MPC1","pink"
"CD74","turquoise"
"CCDC144NL","darkmagenta"
"KLK4","tan"
"CD36","greenyellow"
"C6orf132","red"
"SPINK4","grey"
"NDUFA5","darkred"
"IL37","grey"
"RINT1","lightpink4"
"DENR","turquoise"
"PMS1","turquoise"
"SREBF2","red"
"HIST1H1D","turquoise"
"EPS15L1","lightcyan"
"PRB3","grey"
"CAV1","green"
"YTHDC1","magenta"
"MRPS21","pink"
"ATP6AP1","turquoise"
"CCDC63","grey"
"TRMT10A","darkolivegreen"
"MMP3","magenta"
"DYNC1LI2","tan"
"SRRM5","lightcyan1"
"GRAMD1C","pink"
"TLL1","magenta"
"MTHFD2","grey"
"EIF4E","darkturquoise"
"LRRC8B","darkolivegreen"
"CCNB3","darkred"
"FBXO38","yellow"
"ST14","turquoise"
"PPARGC1B","brown"
"BPNT1","skyblue3"
"EXOC4","green"
"GALNT11","orange"
"WNT10B","blue"
"IFNGR1","royalblue"
"CTNNA3","magenta"
"CSTL1","yellow"
"MYEF2","yellow"
"TRAF4","blue"
"MPP5","yellow"
"MAPK1IP1L","turquoise"
"RPL13","turquoise"
"DESI2","grey60"
"PIDD","brown"
"DUT","turquoise"
"RP11-41O4.1","grey"
"MIOS","darkred"
"FBN2","brown"
"GFRA2","tan"
"AP000769.1","turquoise"
"GGTLC3","pink"
"OR10H1","blue"
"BIK","turquoise"
"ULBP2","turquoise"
"HNRNPC","lightsteelblue1"
"KCNK4","greenyellow"
"SNRPN","pink"
"CELSR3","cyan"
"TOX2","purple"
"SYNPO2L","greenyellow"
"GBP4","brown"
"SLC7A4","turquoise"
"IKZF3","yellow"
"ZNF638","turquoise"
"UBA5","yellowgreen"
"MECR","lightyellow"
"PLSCR5","grey"
"FAM160B2","red"
"KCTD17","sienna3"
"C1orf101","blue"
"FRY","red"
"RP11-279O9.4","grey"
"PTCD3","plum1"
"KPTN","pink"
"TMOD3","cyan"
"METRNL","green"
"COL12A1","darkmagenta"
"RASSF1","grey60"
"KHSRP","turquoise"
"CARNS1","greenyellow"
"HIST1H4C","grey"
"THEMIS","grey"
"GOLM1","blue"
"C9orf38","grey"
"DCLK1","yellow"
"SKIDA1","turquoise"
"C9orf139","grey"
"C1orf185","magenta"
"FAM127C","green"
"ST6GAL1","purple"
"RNF4","saddlebrown"
"TMEM205","turquoise"
"PACSIN3","ivory"
"USO1","darkturquoise"
"TAF15","turquoise"
"PPM1N","grey60"
"GYG2","lightyellow"
"TMEM181","lightcyan"
"CCDC47","brown"
"TMEM170A","lightsteelblue1"
"ANKRD31","midnightblue"
"ANKRD42","salmon"
"RHBDL3","midnightblue"
"OSCAR","grey"
"OR1F1","yellow"
"IK","pink"
"ZNF319","royalblue"
"MYBPHL","tan"
"FMO5","black"
"APOF","thistle2"
"PGRMC1","red"
"LRIT2","honeydew1"
"CD9","red"
"FAM186B","turquoise"
"SCUBE2","red"
"CIDEC","grey"
"TBX18","green"
"SCIN","turquoise"
"SLC16A10","darkgreen"
"HOXB4","red"
"NRL","steelblue"
"CATSPER1","green"
"IL7R","magenta"
"SCFD1","lightcyan"
"MTRF1L","turquoise"
"SLC2A8","lightcyan"
"SLC10A6","grey"
"CANT1","orange"
"PLA2G2D","darkorange"
"JAK1","purple"
"RPS19","magenta"
"USP33","pink"
"HLA-DRA","blue"
"PURB","purple"
"CD33","grey"
"PAIP2B","turquoise"
"ERVV-2","midnightblue"
"ZNF35","green"
"KIAA1161","yellowgreen"
"VPS72","paleturquoise"
"BCL7C","bisque4"
"ARMS2","green"
"STXBP6","turquoise"
"F8A3","magenta"
"RPS9","red"
"PIWIL3","grey"
"CASKIN2","lightcyan"
"GPR20","yellow"
"ZHX2","darkgrey"
"MCAT","greenyellow"
"WDFY4","darkorange"
"PAIP1","bisque4"
"ASB12","grey"
"IL1R2","skyblue"
"MYH10","red"
"POLR3G","turquoise"
"CTBS","blue"
"FBXO44","black"
"SVOP","brown"
"CSRP2","lightcyan"
"TMEM240","greenyellow"
"P4HA2","green"
"PRIMPOL","grey60"
"TWISTNB","orangered4"
"ENTPD7","brown"
"PRSS46","yellow"
"IFI44","brown"
"PDE4B","midnightblue"
"CD38","turquoise"
"LPCAT3","yellow"
"WNT5B","blue"
"YY1AP1","lightyellow"
"SDK1","turquoise"
"RPS6KA3","yellowgreen"
"ISOC1","green"
"RANBP6","turquoise"
"HLA-DQB1","brown"
"COTL1","blue"
"FAM110D","orangered4"
"RBM18","blue"
"HECA","brown"
"SMOX","darkturquoise"
"ROPN1","grey"
"RP11-1396O13.13","navajowhite2"
"ZNF808","turquoise"
"GPR157","brown"
"SLC39A11","red"
"HIVEP2","darkgreen"
"HES3","yellow"
"IPO9","darkgreen"
"PGAM2","turquoise"
"BLZF1","skyblue3"
"RAB39B","turquoise"
"DIRC2","pink"
"THBS2","yellow"
"STK11IP","brown"
"ZNF284","green"
"NAPB","brown"
"P2RX2","brown"
"RNF208","blue"
"GFOD2","green"
"PTPRR","magenta"
"THOC5","blue"
"IL15","greenyellow"
"ADAMDEC1","darkorange"
"LRRC16B","turquoise"
"MYO1F","yellow"
"RETNLB","tan"
"ACOT7","orange"
"ZNF562","yellow"
"AMIGO2","magenta"
"MT3","turquoise"
"RANBP9","black"
"EIF4A2","paleturquoise"
"CHN2","skyblue"
"ZNF606","black"
"BSND","lavenderblush3"
"RP11-219B4.5","grey"
"MRAS","red"
"NSUN3","lightsteelblue1"
"CUL5","plum1"
"ARID2","cyan"
"FAM78A","cyan"
"SLC1A6","tan"
"GJB4","turquoise"
"CACNG4","turquoise"
"CPNE1","darkmagenta"
"CACNA1B","turquoise"
"GINS2","black"
"PLBD1","paleturquoise"
"MTOR","turquoise"
"SPIN1","pink"
"SRRM1","yellow"
"LPIN3","magenta"
"ZCWPW1","ivory"
"GPATCH8","red"
"C10orf95","salmon"
"KLF10","magenta"
"ZEB1","turquoise"
"CARM1","lightcyan"
"R3HDM2","blue"
"FAM135B","pink"
"AANAT","greenyellow"
"HTR2B","turquoise"
"LMAN1","yellow"
"LTF","blue"
"TG","grey"
"ZNF566","steelblue"
"CIITA","darkred"
"RLTPR","salmon"
"C1orf210","turquoise"
"ZNF680","turquoise"
"AL590822.2","turquoise"
"MAP3K5","midnightblue"
"FRMD4A","green"
"TMBIM1","blue"
"PRPF38A","darkturquoise"
"PDE1A","magenta"
"AP003774.4","cyan"
"FUT7","grey"
"THRSP","magenta"
"PIAS1","darkgreen"
"RP11-683L23.1","yellow"
"COX11","cyan"
"SALL3","pink"
"NCR3LG1","red"
"SYT9","turquoise"
"MID1IP1","lightyellow"
"NDUFA3","pink"
"GPR107","orangered4"
"ITGAL","blue"
"SELPLG","blue"
"FICD","blue"
"RAMP1","purple"
"POLR1B","blue"
"AL035681.1","magenta"
"DSC2","turquoise"
"LDHA","turquoise"
"CREM","midnightblue"
"GLO1","brown"
"KIAA1107","black"
"ASPA","darkorange2"
"UPP2","turquoise"
"ARL6IP5","darkred"
"ANGPTL5","grey"
"ELMO2","brown"
"TAS2R19","grey"
"PARP6","royalblue"
"ZWILCH","brown"
"MUC13","yellow"
"KIF2A","lightgreen"
"C1orf180","yellow"
"LILRB4","darkorange"
"USP31","steelblue"
"MAFF","black"
"ZBED6","red"
"RBM15B","purple"
"DPP4","darkslateblue"
"IFI27","brown"
"TMEM87B","red"
"PRR23A","grey"
"COL9A3","yellow"
"AZU1","greenyellow"
"BRINP3","magenta"
"SULT1A4","grey"
"THPO","grey"
"APOE","turquoise"
"SCXA","grey"
"CXXC11","lavenderblush3"
"PON3","magenta"
"PCBD1","blue"
"C4BPA","turquoise"
"C6orf223","turquoise"
"FAM189A1","brown"
"BRMS1L","pink"
"CYP26C1","yellow"
"TEX19","red"
"SEC23A","turquoise"
"TSR2","white"
"CACNA2D2","cyan"
"NPPC","blue"
"NCOR1","turquoise"
"YIPF2","brown"
"SH2D1A","darkorange"
"DENND6A","orange"
"ALDH6A1","red"
"ATP1B2","greenyellow"
"GNPDA2","turquoise"
"WDR66","brown"
"HSD3B2","grey"
"B4GALT5","yellowgreen"
"DPYSL4","cyan"
"DCDC2C","grey"
"SEC23B","darkolivegreen"
"MT1G","blue"
"C12orf52","salmon4"
"IQUB","blue"
"PTGES3","black"
"ARFGAP3","lightcyan"
"DECR1","turquoise"
"ARHGAP27","red"
"BSCL2","turquoise"
"KIF12","red"
"AC008964.1","grey"
"RXRB","pink"
"ERF","mediumpurple3"
"NHLRC3","darkred"
"PMPCB","orangered4"
"RGPD3","grey"
"PTCHD2","tan"
"DNAJC21","white"
"C11orf89","greenyellow"
"SLFN11","blue"
"LTN1","darkred"
"TGM1","magenta"
"SLC25A1","pink"
"APCDD1L","tan"
"RSF1","darkolivegreen"
"C1QTNF6","darkgrey"
"C6orf58","green"
"MEI1","grey"
"DAGLA","turquoise"
"TOMM22","yellow"
"APOL3","turquoise"
"CYB5RL","salmon"
"ZNF683","grey"
"IQGAP3","greenyellow"
"NYAP1","greenyellow"
"CDH22","magenta"
"KCNJ10","turquoise"
"BCKDHA","grey"
"GKAP1","brown"
"PCP4","tan"
"RWDD1","lightyellow"
"ANKRD65","yellow"
"TTR","yellow"
"IER2","salmon"
"MYH14","turquoise"
"PCDH7","steelblue"
"HIST1H2BH","turquoise"
"C20orf96","blue"
"MYL12B","skyblue"
"ZNF442","grey"
"CEP85L","cyan"
"NFE2L3","ivory"
"NPW","yellow"
"SOS2","brown"
"BMX","magenta"
"KRTDAP","turquoise"
"YWHAB","cyan"
"STAR","grey"
"NDUFB3","brown"
"DHRS7","paleturquoise"
"VGLL4","paleturquoise"
"TRAF5","green"
"HS3ST3B1","orange"
"GPLD1","green"
"FAM154A","grey"
"ULK3","greenyellow"
"C20orf144","turquoise"
"CST6","yellow"
"C1orf228","black"
"TNFRSF25","brown"
"BAIAP2","white"
"DHFR","lightgreen"
"PRPF40B","turquoise"
"ZBED4","darkolivegreen"
"C17orf99","grey"
"MRPL55","blue"
"CPNE2","brown"
"SPERT","blue"
"C1orf186","skyblue"
"ATP6V1G2","turquoise"
"EIF5A","black"
"USP35","purple"
"SOX7","purple"
"TPRA1","green"
"NDUFAF5","turquoise"
"COX7A1","magenta"
"TRABD2B","grey60"
"THAP5","turquoise"
"MYO7B","blue"
"RBP7","purple"
"PCBP4","cyan"
"RALGPS2","midnightblue"
"RSPO3","greenyellow"
"CSNK2B","turquoise"
"BTN3A2","green"
"HOXD1","turquoise"
"GRXCR2","navajowhite2"
"IQCG","blue"
"SLC39A5","yellow"
"SLC36A3","darkorange2"
"VIMP","red"
"AAGAB","tan"
"CREB3L2","skyblue"
"MAML1","pink"
"DERL3","blue"
"TNNI2","yellow"
"GDA","darkgrey"
"FIGLA","grey"
"ZNF177","turquoise"
"BCAS3","skyblue"
"MOCS2","turquoise"
"SSH3","red"
"ATP2B2","tan"
"CLDN4","turquoise"
"BTBD2","mediumpurple3"
"MTCH2","black"
"ASPSCR1","grey"
"MSRB1","skyblue3"
"NANOS2","tan"
"TRAF3IP2","lightcyan1"
"PCMT1","mediumpurple3"
"C12orf55","brown"
"PXK","grey60"
"NFRKB","floralwhite"
"PABPC4","blue"
"TRIM49B","magenta"
"RHOJ","grey"
"SHOC2","grey60"
"ATP8A2","darkslateblue"
"PHF15","darkgrey"
"FTSJ2","lightyellow"
"FHL3","darkolivegreen"
"ST6GALNAC1","turquoise"
"PPWD1","black"
"C5orf42","purple"
"SEMA4D","lightcyan1"
"A2M","tan"
"FABP3","grey60"
"XAF1","brown"
"SLMO1","lightcyan"
"APAF1","pink"
"ATP7A","grey60"
"SOHLH2","grey"
"ZNF414","lightcyan"
"NUP54","turquoise"
"AGO2","darkgreen"
"SRP54","blue"
"SLC22A25","yellow"
"REV3L","tan"
"FAM102A","brown4"
"ABCB8","cyan"
"SPATA9","red"
"OR14K1","grey"
"AXIN1","violet"
"DENND1B","darkturquoise"
"EIF3I","brown"
"ZNF860","green"
"ESRRA","greenyellow"
"DLX6","greenyellow"
"KANK4","lightyellow"
"P2RY2","lightyellow"
"KIAA0319L","black"
"MCTS1","orange"
"GBA2","salmon"
"GPR22","grey"
"HTRA2","salmon"
"FCGR3B","darkorange"
"SDCCAG8","blue"
"MYT1L","darkorange2"
"ZSCAN16","turquoise"
"VGLL3","greenyellow"
"C6orf123","tan"
"TMEM66","violet"
"PHTF1","red"
"KIF21B","turquoise"
"ZNF646","yellow"
"AQP1","turquoise"
"HNRNPD","violet"
"KIF13A","turquoise"
"ZNF675","brown"
"EPDR1","midnightblue"
"NMU","red"
"BABAM1","lightcyan"
"LSR","skyblue"
"SYNGR1","green"
"TRPC4AP","greenyellow"
"DKFZP779L1853","brown"
"RP6-24A23.6","grey"
"TOP3B","black"
"SBDS","green"
"SPIRE1","green"
"C5orf64","grey"
"GCNT2","lightsteelblue1"
"GPR31","thistle2"
"MRPL27","red"
"SMC4","lightgreen"
"MTBP","salmon"
"LIN54","darkmagenta"
"STARD3NL","orangered4"
"OR13C2","lavenderblush3"
"AAMP","greenyellow"
"FLNB","paleturquoise"
"GANAB","pink"
"DNAJC5","turquoise"
"SGMS1","darkgrey"
"KLRD1","blue"
"EPB41L4B","sienna3"
"CFL2","turquoise"
"RAB37","turquoise"
"FMO1","blue"
"AGAP2","darkgreen"
"ALOX15B","tan"
"DEPDC7","purple"
"ITGAX","tan"
"AC097381.1","grey"
"HES2","blue"
"WDR52","brown"
"COLGALT1","royalblue"
"ZNF684","red"
"GABRA3","magenta"
"C16orf13","cyan"
"TRAPPC6A","darkgrey"
"ZNF223","orangered4"
"KIAA1199","red"
"TBCB","steelblue"
"PAPD5","salmon"
"OLAH","greenyellow"
"KIF23","lightgreen"
"BPIFB4","magenta"
"GPSM2","grey"
"NRN1","turquoise"
"RASGRP3","turquoise"
"AKNAD1","midnightblue"
"TCF7","midnightblue"
"GRIN3B","salmon"
"FAM27D1","grey"
"KCNK2","black"
"ZSCAN10","brown"
"ATP1B3","brown"
"BARHL1","grey"
"LEPR","green"
"C16orf86","darkmagenta"
"CKAP4","mediumpurple3"
"PPIAL4G","grey"
"CSMD3","plum1"
"RPL23A","black"
"VASN","skyblue"
"AGBL3","cyan"
"TGFB3","paleturquoise"
"HDC","tan"
"NDUFB2","orangered4"
"C2CD4A","pink"
"TNPO1","blue"
"SEPN1","cyan"
"E2F2","lightgreen"
"OVCH2","magenta"
"EFCAB12","brown"
"CDK11A","bisque4"
"PLEK2","turquoise"
"ZNF383","magenta"
"GABRE","turquoise"
"TMEM151B","thistle1"
"SLC8B1","salmon"
"PFKP","midnightblue"
"ZIC4","plum1"
